no,troncon_associe,nom,type,description,cours_eau,superficie,latitude,longitude,regime,etat,lien_historique,lien_suivi_hydro,prev_hydrologique,prev_hydraulique,debut,fin,combinaison
"040629","-","Barrage Reno","Niveau","au lac des Écorces","Écorces, Lac des",1120.0,46.5075833333,-75.3893888889,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040629","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040629","S.O.","S.O.",2011,"",""
"040709","-","Blanche","Niveau","Sous le pont-autoroute 50","Blanche, Rivière",400.7,45.510922,-75.599774,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040709","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040709","S.O.","S.O.",2021,"",""
"040801","-","Gatineau","Débit","à 0,6 km en aval du barrage Mercier","Gatineau, Rivière",15600.0,46.7114464046,-75.9821700044,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040801","S.O.","S.O.","S.O.",1926,1993,""
"040804","-","Gatineau","Débit","en amont du rapide Tête des Six","Gatineau, Rivière",19800.0,46.337000128,-75.9466174591,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040804","S.O.","S.O.","S.O.",1935,1969,""
"040805","-","Gatineau","Niveau","au pont-route 107 à Maniwaki","Gatineau, Rivière",19700.0,46.3828338421,-75.9657838513,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040805","S.O.","S.O.","S.O.",1925,1998,""
"040806","-","Gatineau","Niveau","à 1,3 km en amont du pont-route à Bouchette","Gatineau, Rivière",20400.0,46.211443927,-75.9399511249,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040806","S.O.","S.O.","S.O.",1964,1982,""
"040809","OUTV01271","Kazabazua","Débit","à 0,2 km en aval du pont du C.P. près de Kazabazua","Kazabazua, Rivière",275.0,45.9433879337,-76.0555149645,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040809","S.O.","S.O.","S.O.",1926,1930,""
"040810","OUTV02023","Désert","Débit","à 4,0 km en amont de la rivière de l'Aigle","Désert, Rivière",1780.0,46.4736678478,-76.0427300942,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040810","S.O.","S.O.","S.O.",1926,1997,"040841, 040810"
"040814","-","Picanoc","Débit et Niveau","à 0,5 km en amont du pont-route 105 près de Wright","Picanoc, Rivière",1277.0,46.0763055556,-76.0730277778,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040814","S.O.","S.O.","S.O.",1926,2005,"040840, 040814"
"040815","-","Lac des Trente et un Milles","Niveau","à Gracefield","Trente et Un Milles, Lac des",337.0,46.0869996454,-75.8485601237,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040815","S.O.","S.O.","S.O.",1966,1982,""
"040827","-","La Pêche","Débit","au pont-route du lac la Pêche","Lac la Pêche, Décharge du",117.0,45.6575535719,-76.1399652194,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040827","S.O.","S.O.","S.O.",1971,1979,""
"040829","-","Barrage Hubert-Tremblay","Niveau","au lac des Trente et Un Milles à Sainte-Thérèse-de-la-Gatineau","Trente et Un Milles, Lac des",369.0,46.2764166667,-75.8033055556,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040829","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040829","S.O.","S.O.",1982,"",""
"040830","OUTV01390","Gatineau","Débit et Niveau","à la tête des Rapides Ceizur","Gatineau, Rivière",6768.0,47.08325,-75.7535277778,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040830","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040830","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040830","S.O.",1974,"",""
"040840","OUTV02212","Picanoc","Débit","sur le chemin du Cayaman à Gracefield","Picanoc, Rivière",1277.0,46.0779444444,-76.0694166667,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040840","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040840","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040840","S.O.",2004,"","040840, 040814"
"040841","OUTV02027","Désert","Débit et Niveau","sur le chemin Lytton en amont de la Chute Rouge","Désert, Rivière",1646.0,46.5899166667,-76.0413611111,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040841","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040841","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040841","S.O.",2005,"","040841, 040810"
"040842","-","La Pêche","Niveau","à 7,6 km du lac Gauvreau","Pêche, Rivière la",249.6,45.637478,-76.055837,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040842","https://www.cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040842","S.O.","S.O.",2021,"",""
"041301","OUTV02655","Coulonge","Débit","à 8,4 km en amont du pont-route 148 près de Fort-Coulonge","Coulonge, Rivière",5150.0,45.8737222222,-76.6840833333,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=041301","S.O.","S.O.","S.O.",1926,1996,""
"041302","-","Coulonge","Débit","à 7,7 km en amont de la Coulonge Est","Coulonge, Rivière",3680.0,46.1550578682,-76.7574970314,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=041302","S.O.","S.O.","S.O.",1966,1972,""
"041402","-","Noire","Débit","à 0,5 km en aval du ruisseau du lac Raymond","Noire, Rivière",1800.0,46.283670977,-77.0775083569,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=041402","S.O.","S.O.","S.O.",1961,1972,""
"041403","-","Noire","Débit","à la traverse de Dempsey à 22,5 km en amont du pont-route 148","Noire, Rivière",2530.0,46.0333917414,-76.865548668,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=041403","S.O.","S.O.","S.O.",1951,1957,"041403, 041404"
"041404","-","Noire","Débit","à la chute de la Culbute à 12,9 km en amont du pont-route 148","Noire, Rivière",2560.0,45.9786693822,-76.8302634064,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=041404","S.O.","S.O.","S.O.",1926,1950,"041403, 041404"
"041901","OUTM00041","Dumoine","Débit","à 1,6 km de la rivière des Outaouais","Dumoine, Rivière",4350.0,46.2314525643,-77.8552949624,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=041901","S.O.","S.O.","S.O.",1926,1949,"041902, 041901"
"041902","OUTM00046","Dumoine","Débit","à la sortie du lac Robinson","Dumoine, Rivière",3756.0,46.3463888889,-77.8156666667,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=041902","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=041902","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=041902","S.O.",1965,"","041902, 041901"
"041903","OUTM00096","Dumoine","Débit","à la sortie du lac Dumoine","Dumoine, Rivière",2110.0,46.8222905558,-77.8680837364,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=041903","S.O.","S.O.","S.O.",1967,1997,""
"042102","OUTM00284","Maganasipi","Débit","à 6,8 km de la riviere des Outaouais","Maganasipi, Rivière",619.0,46.3006211196,-78.3166985944,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=042102","S.O.","S.O.","S.O.",1966,1970,"042103, 042102"
"042103","OUTM00287","Maganasipi","Débit","à la sortie du lac Johnson","Maganasipi, Rivière",575.0,46.3314722222,-78.34725,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=042103","S.O.","S.O.","S.O.",1970,2003,"042103, 042102"
"042602","-","Kipawa","Débit","à 5,1 km en aval du pont-route 101 à Rivière-Kipawa (NO)","Kipawa, Rivière",5960.0,47.063688631,-79.3175648832,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=042602","S.O.","S.O.","S.O.",1962,1975,"042602, 042605"
"042605","-","Kipawa","Débit","à 1,6 km en aval du barrage du lac Kipawa à Rivière-Kipawa (NO)","Kipawa, Rivière",5960.0,47.0495217196,-79.286452714,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=042605","S.O.","S.O.","S.O.",1927,1955,"042602, 042605"
"042606","-","Kipawa","Débit","à la sortie du lac Sairs","Kipawa, Rivière",2590.0,46.7778458549,-78.4872794798,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=042606","S.O.","S.O.","S.O.",1965,1975,""
"042607","-","Kipawa","Débit","à la sortie du lac Dumoine","Kipawa, Rivière",2110.0,46.9703506317,-78.0422515556,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=042607","S.O.","S.O.","S.O.",1967,1997,""
"042608","-","Lac Kipawa","Niveau","au réservoir Kipawa","Kipawa, Lac",5960.0,46.7820147618,-78.985327873,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=042608","S.O.","S.O.","S.O.",1972,1994,""
"042609","-","Barrage de Laniel","Niveau","au lac Kipawa à Laniel","Kipawa, Lac",5977.0,47.0417,-79.2698666667,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=042609","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=042609","S.O.","S.O.",1987,"",""
"040619","-","Mitchinamecus","Débit","à la tête de la chute Rascas","Mitchinamecus, Rivière",1053.0,47.1843611111,-75.1476194444,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=040619","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040619","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=040619","https://www.cehq.gouv.qc.ca/prevision/previsions.asp?Secteur=lievre",1977,"",""
"042611","-","Barrage de Kipawa","Niveau","au lac Kipawa à Kipawa","Kipawa, Lac",5977.0,46.7799166667,-78.9832,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=042611","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=042611","S.O.","S.O.",1972,"",""
"043001","-","Grand lac Victoria","Niveau","à Jackson's-Landing","Victoria, Grand lac",9840.0,47.8359005951,-77.3652800134,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043001","S.O.","S.O.","S.O.",1939,1997,""
"043002","-","Des Outaouais","Débit","à 0,2 km en aval de la centrale des rapides des Quinze","Outaouais, Rivière des",23400.0,47.5914750057,-79.2975713964,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043002","S.O.","S.O.","S.O.",1936,1966,""
"043003","-","Des Outaouais","Débit","à la sortie du lac Granet","Outaouais, Rivière des",10308.0,47.8438611111,-77.5487222222,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043003","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043003","S.O.","S.O.",1977,"",""
"043004","-","Lac des Quinze","Niveau","à la pointe du Pin Rouge","Quinze, Lac des",23395.0,47.5714742153,-79.175344255,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043004","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043004","S.O.","S.O.",1949,"",""
"043005","-","Lac Simard","Niveau","à Laforce","Simard, Lac",23395.0,47.5356365905,-78.730327097,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043005","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043005","S.O.","S.O.",1987,"",""
"043008","OUTM00780","Kinojévis","Débit","au pont-route en aval du lac Preissac","Kinojévis, Rivière",984.0,48.4056461885,-78.3639210706,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043008","S.O.","S.O.","S.O.",1938,1972,""
"043009","OUTM00753","Kinojévis","Débit","à 3,1 km en aval de la Villemontel","Kinojévis, Rivière",1680.0,48.4559241456,-78.3608646341,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043009","S.O.","S.O.","S.O.",1936,1966,"043012, 043009"
"043010","OUTM00888","Des Outaouais","Débit","à 1,6 km en amont de la rivière Kinojevis","Outaouais, Rivière des",14100.0,47.9289676244,-78.6367135501,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043010","S.O.","S.O.","S.O.",1933,1941,""
"043012","OUTM00709","Kinojévis","Débit","à 0,3 km en amont du pont-route à Cléricy","Kinojévis, Rivière",2594.0,48.3657550359,-78.8543685133,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043012","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043012","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043012","S.O.",1965,"","043012, 043009"
"043030","OUTM01108","Capitachouane","Débit","dans la ZEC Capitachouane","Capitachouane, Rivière",1090.0,47.7288055556,-76.7145833333,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043030","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043030","S.O.","S.O.",2005,"",""
"043031","-","Lac des Quinze","Niveau","au barrage des quinze à proximité du bateau T. E. Draper","Quinze, Lac des",23295.0,47.5524166667,-79.2356111111,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043031","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043031","S.O.","S.O.",1987,"",""
"043108","-","Lac des Deux Montagnes","Niveau","à Pointe-Calumet","Deux Montagnes, Lac des",146548.0,45.489,-73.9780833333,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043108","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043108","https://www.cehq.gouv.qc.ca/prevision/previsions.asp?Zone=Temiscamingue&Secteur=Archipel","https://www.cehq.gouv.qc.ca/prevision/previsions.asp?Zone=Temiscamingue&Secteur=Archipel",1986,"",""
"043114","-","Des Outaouais","Débit","à l'aval du pont du C.N. près de Portage-du-Fort","Outaouais, Rivière des",74300.0,45.6103328796,-76.6705407534,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043114","S.O.","S.O.","S.O.",1942,1948,""
"043116","-","Des Outaouais","Niveau","à Montréal (Sainte-Anne-de-Bellevue)","Outaouais, Rivière des",146000.0,45.4047222222,-73.9566666667,"Influencé","Ouverte","www.eau.ec.gc.ca","https://www.cehq.gouv.qc.ca/suivihydro/graphique_image.asp?noStation=043116","S.O.","https://www.cehq.gouv.qc.ca/prevision/previsions.asp?Zone=Temiscamingue&Secteur=Archipel",1919,"",""
"023427","-","Chaudière","Débit","en aval du barrage Mégantic","Chaudière, Rivière",781.0,45.5730555556,-70.8804444444,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=023427","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=023427","S.O.","https://www.cehq.gouv.qc.ca/prevision/previsions.asp?Zone=Chaudiere&Secteur=Chaudiere",1976,"",""
"043202","-","Des Mille Îles","Débit","à la sortie du lac des Deux Montagnes","Mille Îles, Rivière des",146000.0,45.5416666667,-73.8802777778,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043202","S.O.","S.O.","S.O.",1913,1961,"043201, 043202"
"043205","-","Barrage du Grand-Moulin","Niveau","sur la rivière des Mille-Îles à Deux-Montagnes (niveau amont)","Mille Îles, Rivière des",146548.0,45.5331944444,-73.8823611111,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043205","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043205","S.O.","S.O.",1999,"",""
"043206","-","Des Mille-Îles","Niveau","en aval du barrage du Grand-Moulin à Deux-Montagnes","Mille Îles, Rivière des",146463.0,45.5331944444,-73.8823611111,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043206","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043206","S.O.","S.O.",1999,"",""
"043208","-","Barrage des Moulins","Niveau","sur la rivière des Mille-Îles à Terrebonne","Mille Îles, Rivière des",146000.0,45.6928055556,-73.64,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043208","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=043208","S.O.","S.O.",1982,"",""
"043212","-","Des Mille-Îles","Niveau","à l'usine de pompage de Deux-Montagnes","Mille Îles, Rivière des",146550.0,45.5399444444,-73.8857222222,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043212","S.O.","S.O.","S.O.",1994,2016,""
"050807","-","Ontaritzi","Débit","à 0,2 km en aval du barrage du lac Saint-Joseph","Ontaritzi, Rivière",223.0,46.8675,-71.6372222222,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050807","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050807","S.O.","S.O.",1976,"","050807, 050806"
"043317","-","Des Prairies","Niveau","à Laval (Saint-Vincent-de-Paul) à 1,6 km en aval du pont-route 25","Prairies, Rivière des",146000.0,45.611983483,-73.641255894,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043317","S.O.","S.O.","S.O.",1964,1982,""
"043319","-","Des Prairies","Niveau","près de l'Île Migneron (île Maheu)","Prairies, Rivière des",0.0,45.6808723282,-73.5476410807,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043319","S.O.","S.O.","S.O.",1967,1976,""
"043324","-","Des Prairies","Niveau","à la rue Saint-Martin à Montréal","Prairies, Rivière des",0.0,45.4797619814,-73.8740409408,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=043324","S.O.","S.O.","S.O.",1967,1979,""
"046404","OUTV03388","Mascouche","Débit et Niveau","à 500 m en amont de l'autoroute 640","Mascouche, Rivière",413.09,45.72147,-73.58247,"Influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=046404","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=046404","S.O.","S.O.",2020,"",""
"046502","-","Aux Chiens","Débit","À 5 km en amont de sa confluence avec la rivière des Mille-Îles","Chiens, Rivière aux",57.8,45.646882,-73.810307,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=046502","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=046502","S.O.","S.O.",2023,"",""
"046701","-","Du Chêne","Débit","au pont Laurin à la Fresnière","Chêne, Rivière du",200.0,45.5603186413,-73.9773788958,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=046701","S.O.","S.O.","S.O.",1971,1979,"046709, 046708, 046701"
"046708","-","Du Chêne","Débit","à 0,1 km en aval du pont-route 640","Chêne, Rivière du",215.0,45.560318265,-73.919320961,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=046708","S.O.","S.O.","S.O.",1979,1985,"046709, 046708, 046701"
"046709","OUTV03406","du Chêne","Débit","à la passerelle Lauzon sur la Montée Lauzon","Chêne, Rivière du",196.0,45.5599,-73.9753944444,"Peu influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=046709","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=046709","S.O.","S.O.",2010,"","046709, 046708, 046701"
"048602","-","Gordon","Débit","à 0,2 km en aval du barrage du lac Kipawa","Gordon, Ruisseau",5960.0,46.7789591423,-78.9883835065,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=048602","S.O.","S.O.","S.O.",1927,1975,""
"081101","-","Pontax","Débit et Niveau","à 60,4 km de l'embouchure","Pontax, Rivière",5970.0,51.533467,-78.096482,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=081101","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=081101","S.O.","S.O.",1975,"",""
"050109","-","Saint-Maurice","Débit","à 1,8 km en aval de la Matawin","Saint-Maurice, Rivière",40400.0,46.8936510854,-72.9295481974,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050109","S.O.","S.O.","S.O.",1929,1961,""
"050110","-","Matawin","Débit","à 1,6 km de la rivière Saint-Maurice","Matawin, Rivière",5540.0,46.9011512224,-72.9512156354,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050110","S.O.","S.O.","S.O.",1925,1961,""
"050111","-","Saint-Maurice","Débit","au pont du C.N. près de Sanmaur","Saint-Maurice, Rivière",17800.0,47.8970025552,-73.7756721994,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050111","S.O.","S.O.","S.O.",1929,1971,""
"050116","SLNO02636","Vermillon","Débit","à 2,3 km de la rivière Saint-Maurice","Vermillon, Rivière",2670.0,47.6556021644,-72.962309271,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050116","S.O.","S.O.","S.O.",1928,1984,"050144, 050116, 050125"
"050117","SLNO01445","Croche","Débit","au pont-route à la Croche","Croche, Rivière",1847.3,47.585333,-72.745375,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050117","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050117","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050117","S.O.",1937,"","050117, 050135"
"050118","SLNO00951","Mékinac","Débit","à 7,1 km de la rivière Saint-Maurice","Mékinac, Rivière",997.0,46.8964270619,-72.7262069634,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050118","S.O.","S.O.","S.O.",1928,1972,"050118, 050126"
"050119","SLNO01060","Matawin","Débit et Niveau","à 750 m en amont du réservoir Taureau à Saint-Michel-des-Saints","Matawin, Rivière",1387.0,46.6841111111,-73.9148027778,"Non influencé","Ouverte","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050119","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050119","https://cehq.gouv.qc.ca/suivihydro/graphique.asp?NoStation=050119","S.O.",1931,"",""
"050125","-","Vermillon","Débit","au pont du C.N. à Vermillon","Vermillon, Rivière",2670.0,47.6719918178,-73.0006428117,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050125","S.O.","S.O.","S.O.",1925,1928,"050144, 050116, 050125"
"050126","-","Mékinac","Débit","au pont Boisvert à 1,6 km en aval de Saint-Joseph-de-Mékinac","Mékinac, Rivière",997.0,46.9069825875,-72.715095151,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050126","S.O.","S.O.","S.O.",1925,1928,"050118, 050126"
"050127","-","Saint-Maurice","Débit","à 3,2 km en aval de la Vermillon","Saint-Maurice, Rivière",28500.0,47.612545695,-72.9136977842,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050127","S.O.","S.O.","S.O.",1927,1957,""
"050135","SLNO01454","Croche","Débit et Niveau","à 2,6 km en aval du ruisseau du Huard","Croche, Rivière",1563.0,47.7685,-72.7349444444,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050135","S.O.","S.O.","S.O.",1965,2022,"050117, 050135"
"050136","-","Lac des Souris","Niveau","au Lac des Souris à Saint-Mathieu-du-Parc","Souris, Lac des",0.0,46.584759767,-72.9834376653,"Influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050136","S.O.","S.O.","S.O.",1966,1971,""
"050139","-","Lac des Piles","Niveau","à la marina du lac des Piles","Piles, Lac des",16.2,46.6417045898,-72.7800969077,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050139","S.O.","S.O.","S.O.",1977,2002,""
"050142","SLNO02897","Shawinigan","Débit","à 10,1 km de la rivière Saint-Maurice","Shawinigan, Rivière",477.0,46.5800380657,-72.7520404019,"Peu influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050142","S.O.","S.O.","S.O.",1927,1932,""
"050143","SLNO01076","Matawin","Débit","à 6,8 km en amont du pont-route 131","Matawin, Rivière",1080.0,46.6658777107,-73.9757013934,"Non influencé","Fermée","https://www.cehq.gouv.qc.ca/hydrometrie/historique_donnees/fiche_station.asp?NoStation=050143","S.O.","S.O.","S.O.",1976,1979,""
